
 ,U1,U2,INV1,INV2,K1,K2,X1,X2,NPVTOT,NPVLAND,NPVOCEAN
T-156       ,1.1468813E+4,8.2645181E+3, 12.75684841, 16.37879114, 62.23401786, 54.07830380,6.1428425E+5,1.5282503E+6,278.96282898,204.08286916, 74.87995982
T-157       ,1.1453103E+4,8.2624209E+3, 12.76309005, 16.38249309, 62.26502295, 54.09383380,6.1313736E+5,1.5274238E+6,280.16997772,204.82564704, 75.34433068
T-158       ,1.1437403E+4,8.2603076E+3, 12.76931387, 16.38620848, 62.29603213, 54.10926810,6.1199205E+5,1.5265976E+6,281.37119578,205.56439794, 75.80679783
T-159       ,1.1421710E+4,8.2581790E+3, 12.77552022, 16.38993668, 62.32704225, 54.12461090,6.1084831E+5,1.5257715E+6,282.56651177,206.29914360, 76.26736816
T-160       ,1.1406026E+4,8.2560357E+3, 12.78170942, 16.39367715, 62.35805282, 54.13986624,6.0970614E+5,1.5249457E+6,283.75595420,207.02990552, 76.72604868
T-161       ,1.1390350E+4,8.2538782E+3, 12.78788177, 16.39742935, 62.38906219, 54.15503797,6.0856554E+5,1.5241201E+6,284.93955145,207.75670512, 77.18284632
T-162       ,1.1374681E+4,8.2517072E+3, 12.79403756, 16.40119275, 62.42006911, 54.17012977,6.0742651E+5,1.5232947E+6,286.11733174,208.47956365, 77.63776809
T-163       ,1.1359020E+4,8.2495233E+3, 12.80017708, 16.40496688, 62.45107158, 54.18514515,6.0628904E+5,1.5224695E+6,287.28932318,209.19850218, 78.09082100
T-164       ,1.1343366E+4,8.2473270E+3, 12.80630058, 16.40875125, 62.48206909, 54.20008748,6.0515314E+5,1.5216446E+6,288.45555374,209.91354168, 78.54201206
T-165       ,1.1327718E+4,8.2451188E+3, 12.81240832, 16.41254539, 62.51305813, 54.21495998,6.0401880E+5,1.5208199E+6,289.61605126,210.62470294, 78.99134831
T-166       ,1.1312078E+4,8.2428992E+3, 12.81850053, 16.41634890, 62.54403817, 54.22976572,6.0288603E+5,1.5199953E+6,290.77084344,211.33200661, 79.43883683
T-167       ,1.1296443E+4,8.2406686E+3, 12.82457744, 16.42016133, 62.57500679, 54.24450764,6.0175482E+5,1.5191711E+6,291.91995787,212.03547325, 79.88448462
T-168       ,1.1280815E+4,8.2384276E+3, 12.83063927, 16.42398230, 62.60596377, 54.25918854,6.0062517E+5,1.5183470E+6,293.06342200,212.73512321, 80.32829880
T-169       ,1.1265193E+4,8.2361765E+3, 12.83668621, 16.42781142, 62.63690820, 54.27381112,5.9949709E+5,1.5175231E+6,294.20126315,213.43097675, 80.77028639
T-170       ,1.1249577E+4,8.2339157E+3, 12.84271847, 16.43164832, 62.66783913, 54.28837793,5.9837057E+5,1.5166995E+6,295.33350849,214.12305401, 81.21045448
T-171       ,1.1233967E+4,8.2316457E+3, 12.84873623, 16.43549267, 62.69875518, 54.30289142,5.9724562E+5,1.5158761E+6,296.46018511,214.81137498, 81.64881013
T-172       ,1.1218362E+4,8.2293669E+3, 12.85473966, 16.43934412, 62.72965305, 54.31735395,5.9612222E+5,1.5150530E+6,297.58131993,215.49595954, 82.08536039
T-173       ,1.1202762E+4,8.2270795E+3, 12.86072893, 16.44320233, 62.76053308, 54.33176774,5.9500038E+5,1.5142300E+6,298.69693976,216.17682741, 82.52011235
T-174       ,1.1187168E+4,8.2247839E+3, 12.86670419, 16.44706700, 62.79139451, 54.34613494,5.9388011E+5,1.5134073E+6,299.80707128,216.85399821, 82.95307307
T-175       ,1.1171579E+4,8.2224805E+3, 12.87266560, 16.45093785, 62.82223722, 54.36045759,5.9276139E+5,1.5125849E+6,300.91174105,217.52749144, 83.38424960
T-176       ,1.1155995E+4,8.2201695E+3, 12.87861329, 16.45481458, 62.85305932, 54.37473765,5.9164423E+5,1.5117626E+6,302.01097549,218.19732650, 83.81364899
T-177       ,1.1140416E+4,8.2178513E+3, 12.88454741, 16.45869693, 62.88386042, 54.38897698,5.9052863E+5,1.5109406E+6,303.10480092,218.86352263, 84.24127829
T-178       ,1.1124842E+4,8.2155261E+3, 12.89046806, 16.46258463, 62.91463975, 54.40317736,5.8941459E+5,1.5101188E+6,304.19324350,219.52609898, 84.66714452
T-179       ,1.1109272E+4,8.2131942E+3, 12.89637538, 16.46647742, 62.94539288, 54.41734050,5.8830211E+5,1.5092973E+6,305.27632930,220.18507460, 85.09125470
T-180       ,1.1093707E+4,8.2108559E+3, 12.90226948, 16.47037508, 62.97612193, 54.43146803,5.8719118E+5,1.5084759E+6,306.35408425,220.84046837, 85.51361588
T-181       ,1.1078146E+4,8.2085115E+3, 12.90815046, 16.47427735, 63.00682556, 54.44556150,5.8608181E+5,1.5076548E+6,307.42653415,221.49229912, 85.93423503
T-182       ,1.1062590E+4,8.2061610E+3, 12.91401842, 16.47818403, 63.03750335, 54.45962239,5.8497399E+5,1.5068340E+6,308.49370471,222.14058553, 86.35311917
T-183       ,1.1047038E+4,8.2038049E+3, 12.91987344, 16.48209489, 63.06815569, 54.47365212,5.8386774E+5,1.5060134E+6,309.55562147,222.78534620, 86.77027527
T-184       ,1.1031491E+4,8.2014432E+3, 12.92571560, 16.48600976, 63.09878060, 54.48765204,5.8276303E+5,1.5051930E+6,310.61230989,223.42659960, 87.18571028
T-185       ,1.1015948E+4,8.1990763E+3, 12.93154503, 16.48992843, 63.12937812, 54.50162346,5.8165988E+5,1.5043729E+6,311.66379528,224.06436413, 87.59943115
T-186       ,1.1000408E+4,8.1967042E+3, 12.93736179, 16.49385068, 63.15994337, 54.51556760,5.8055829E+5,1.5035529E+6,312.71010285,224.69865805, 88.01144480
T-187       ,1.0984873E+4,8.1943272E+3, 12.94316595, 16.49777637, 63.19047900, 54.52948564,5.7945825E+5,1.5027333E+6,313.75125769,225.32949949, 88.42175820
T-188       ,1.0969342E+4,8.1919455E+3, 12.94895759, 16.50170530, 63.22098458, 54.54337871,5.7835976E+5,1.5019138E+6,314.78728476,225.95690654, 88.83037822
T-189       ,1.0953815E+4,8.1895593E+3, 12.95473676, 16.50563732, 63.25146029, 54.55724788,5.7726283E+5,1.5010946E+6,315.81820890,226.58089716, 89.23731174
T-190       ,1.0938292E+4,8.1871686E+3, 12.96050353, 16.50957226, 63.28190484, 54.57109417,5.7616744E+5,1.5002757E+6,316.84405484,227.20148920, 89.64256563
T-191       ,1.0922773E+4,8.1847737E+3, 12.96625795, 16.51350998, 63.31231768, 54.58491857,5.7507361E+5,1.4994570E+6,317.86484719,227.81870045, 90.04614674
T-192       ,1.0907258E+4,8.1823747E+3, 12.97200008, 16.51745033, 63.34269835, 54.59872201,5.7398134E+5,1.4986385E+6,318.88061044,228.43254855, 90.44806188
T-193       ,1.0891747E+4,8.1799717E+3, 12.97772997, 16.52139318, 63.37304643, 54.61250539,5.7289061E+5,1.4978203E+6,319.89136896,229.04305109, 90.84831788
T-194       ,1.0876239E+4,8.1775649E+3, 12.98344766, 16.52533836, 63.40335902, 54.62626954,5.7180144E+5,1.4970023E+6,320.89714703,229.65022552, 91.24692150
T-195       ,1.0860735E+4,8.1751544E+3, 12.98915319, 16.52928575, 63.43363714, 54.64001529,5.7071381E+5,1.4961845E+6,321.89796877,230.25408921, 91.64387956
T-196       ,1.0845236E+4,8.1727404E+3, 12.99484661, 16.53323526, 63.46388027, 54.65374341,5.6962774E+5,1.4953670E+6,322.89385823,230.85465945, 92.03919878
T-197       ,1.0829739E+4,8.1703229E+3, 13.00052795, 16.53718671, 63.49408641, 54.66745463,5.6854322E+5,1.4945497E+6,323.88483931,231.45195344, 92.43288586
T-198       ,1.0814247E+4,8.1679020E+3, 13.00619723, 16.54114004, 63.52425655, 54.68114966,5.6746024E+5,1.4937327E+6,324.87093581,232.04598825, 92.82494756
T-199       ,1.0798758E+4,8.1654780E+3, 13.01185450, 16.54509510, 63.55439078, 54.69482918,5.6637882E+5,1.4929159E+6,325.85217143,232.63678090, 93.21539053
T-200       ,1.0783273E+4,8.1630508E+3, 13.01749978, 16.54905179, 63.58448847, 54.70849381,5.6529894E+5,1.4920993E+6,326.82856974,233.22434828, 93.60422146
T-201       ,1.0767792E+4,8.1606206E+3, 13.02313310, 16.55301002, 63.61454915, 54.72214418,5.6422061E+5,1.4912830E+6,327.80015419,233.80870723, 93.99144696
T-202       ,1.0752314E+4,8.1581874E+3, 13.02875446, 16.55696967, 63.64457140, 54.73578085,5.6314384E+5,1.4904670E+6,328.76694815,234.38987448, 94.37707367
T-203       ,1.0736840E+4,8.1557514E+3, 13.03436391, 16.56093066, 63.67455546, 54.74940439,5.6206860E+5,1.4896512E+6,329.72897484,234.96786666, 94.76110818
T-204       ,1.0721370E+4,8.1533126E+3, 13.03996145, 16.56489288, 63.70450088, 54.76301533,5.6099492E+5,1.4888356E+6,330.68625740,235.54270032, 95.14355708
T-205       ,1.0705904E+4,8.1508711E+3, 13.04554710, 16.56885627, 63.73440726, 54.77661416,5.5992278E+5,1.4880203E+6,331.63881884,236.11439195, 95.52442689
T-206       ,1.0690441E+4,8.1484271E+3, 13.05112087, 16.57282073, 63.76427344, 54.79020136,5.5885219E+5,1.4872052E+6,332.58668207,236.68295793, 95.90372414
T-207       ,1.0674982E+4,8.1459804E+3, 13.05668277, 16.57678616, 63.79410011, 54.80377739,5.5778315E+5,1.4863903E+6,333.52986989,237.24841454, 96.28145535
T-208       ,1.0659527E+4,8.1435314E+3, 13.06223282, 16.58075251, 63.82388687, 54.81734269,5.5671565E+5,1.4855757E+6,334.46840499,237.81077799, 96.65762700
T-209       ,1.0644075E+4,8.1410799E+3, 13.06777102, 16.58471967, 63.85363206, 54.83089766,5.5564970E+5,1.4847614E+6,335.40230995,238.37006441, 97.03224553
T-210       ,1.0628627E+4,8.1386261E+3, 13.07329738, 16.58868758, 63.88333638, 54.84444269,5.5458529E+5,1.4839473E+6,336.33160724,238.92628983, 97.40531740
T-211       ,1.0613183E+4,8.1361700E+3, 13.07881190, 16.59265617, 63.91299941, 54.85797817,5.5352243E+5,1.4831334E+6,337.25631922,239.47947021, 97.77684901
T-212       ,1.0597743E+4,8.1337117E+3, 13.08431458, 16.59662537, 63.94262082, 54.87150444,5.5246111E+5,1.4823198E+6,338.17646817,240.02962143, 98.14684673
T-213       ,1.0582307E+4,8.1312512E+3, 13.08980542, 16.60059513, 63.97220039, 54.88502185,5.5140133E+5,1.4815064E+6,339.09207622,240.57675929, 98.51531693
T-214       ,1.0566874E+4,8.1287886E+3, 13.09528443, 16.60456536, 64.00173497, 54.89853070,5.5034310E+5,1.4806933E+6,340.00316543,241.12089950, 98.88226593
T-215       ,1.0551445E+4,8.1263239E+3, 13.10075161, 16.60853600, 64.03122757, 54.91203132,5.4928642E+5,1.4798804E+6,340.90975773,241.66205767, 99.24770006
T-216       ,1.0536020E+4,8.1238573E+3, 13.10620694, 16.61250699, 64.06067771, 54.92552398,5.4823127E+5,1.4790678E+6,341.81187497,242.20024935, 99.61162562
T-217       ,1.0520599E+4,8.1213886E+3, 13.11165042, 16.61647828, 64.09008506, 54.93900896,5.4717767E+5,1.4782554E+6,342.70953887,242.73549002, 99.97404885
T-218       ,1.0505182E+4,8.1189180E+3, 13.11708206, 16.62044982, 64.11944928, 54.95248652,5.4612561E+5,1.4774433E+6,343.60277107,243.26779507,100.33497600
T-219       ,1.0489769E+4,8.1164456E+3, 13.12250184, 16.62442155, 64.14876995, 54.96595690,5.4507509E+5,1.4766314E+6,344.49159308,243.79717980,100.69441328
T-220       ,1.0474360E+4,8.1139713E+3, 13.12790975, 16.62839342, 64.17804656, 54.97942035,5.4402611E+5,1.4758197E+6,345.37602633,244.32365947,101.05236687
T-221       ,1.0458954E+4,8.1114951E+3, 13.13330579, 16.63236535, 64.20727652, 54.99287708,5.4297868E+5,1.4750083E+6,346.25609215,244.84724921,101.40884294
T-222       ,1.0443553E+4,8.1090172E+3, 13.13868994, 16.63633732, 64.23646148, 55.00632730,5.4193278E+5,1.4741972E+6,347.13181173,245.36796408,101.76384765
T-223       ,1.0428156E+4,8.1065375E+3, 13.14406220, 16.64030928, 64.26560116, 55.01977122,5.4088843E+5,1.4733863E+6,348.00320621,245.88581911,102.11738710
T-224       ,1.0412762E+4,8.1040562E+3, 13.14942255, 16.64428116, 64.29469515, 55.03320901,5.3984561E+5,1.4725756E+6,348.87029660,246.40082922,102.46946737
T-225       ,1.0397373E+4,8.1015731E+3, 13.15477098, 16.64825294, 64.32374331, 55.04664086,5.3880434E+5,1.4717652E+6,349.73310380,246.91300923,102.82009457
T-226       ,1.0381988E+4,8.0990884E+3, 13.16010747, 16.65222456, 64.35274549, 55.06006692,5.3776460E+5,1.4709551E+6,350.59164865,247.42237394,103.16927471
T-227       ,1.0366607E+4,8.0966020E+3, 13.16543201, 16.65619598, 64.38170146, 55.07348737,5.3672640E+5,1.4701451E+6,351.44595184,247.92893803,103.51701381
T-228       ,1.0351231E+4,8.0941140E+3, 13.17074459, 16.66016717, 64.41061081, 55.08690235,5.3568974E+5,1.4693355E+6,352.29603399,248.43271612,103.86331787
T-229       ,1.0335858E+4,8.0916245E+3, 13.17604519, 16.66413808, 64.43947208, 55.10031199,5.3465462E+5,1.4685261E+6,353.14191562,248.93372279,104.20819283
T-230       ,1.0320490E+4,8.0891334E+3, 13.18133379, 16.66810868, 64.46828621, 55.11371644,5.3362103E+5,1.4677169E+6,353.98361716,249.43197248,104.55164468
T-231       ,1.0305126E+4,8.0866407E+3, 13.18661037, 16.67207891, 64.49705341, 55.12711582,5.3258898E+5,1.4669080E+6,354.82115891,249.92747960,104.89367931
T-232       ,1.0289766E+4,8.0841465E+3, 13.19187492, 16.67604875, 64.52577288, 55.14051023,5.3155847E+5,1.4660993E+6,355.65456111,250.42025848,105.23430263
T-233       ,1.0274411E+4,8.0816508E+3, 13.19712741, 16.68001815, 64.55444452, 55.15389980,5.3052949E+5,1.4652909E+6,356.48384388,250.91032337,105.57352051
T-234       ,1.0259060E+4,8.0791537E+3, 13.20236783, 16.68398710, 64.58306913, 55.16728462,5.2950205E+5,1.4644828E+6,357.30902725,251.39768846,105.91133879
T-235       ,1.0243714E+4,8.0766550E+3, 13.20759616, 16.68795555, 64.61164545, 55.18066479,5.2847615E+5,1.4636748E+6,358.13013115,251.88236785,106.24776329
T-236       ,1.0228372E+4,8.0741550E+3, 13.21281237, 16.69192346, 64.64017339, 55.19404040,5.2745177E+5,1.4628672E+6,358.94717542,252.36437561,106.58279981
T-237       ,1.0213035E+4,8.0716535E+3, 13.21801645, 16.69589082, 64.66865254, 55.20741154,5.2642894E+5,1.4620598E+6,359.76017981,252.84372569,106.91645412
T-238       ,1.0197702E+4,8.0691505E+3, 13.22320837, 16.69985758, 64.69708061, 55.22077827,5.2540763E+5,1.4612526E+6,360.56916397,253.32043200,107.24873197
T-239       ,1.0182373E+4,8.0666462E+3, 13.22838812, 16.70382370, 64.72545994, 55.23414068,5.2438786E+5,1.4604457E+6,361.37414744,253.79450835,107.57963909
T-240       ,1.0167050E+4,8.0641404E+3, 13.23355566, 16.70778917, 64.75378967, 55.24749883,5.2336963E+5,1.4596390E+6,362.17514970,254.26596850,107.90918120
T-241       ,1.0151731E+4,8.0616333E+3, 13.23871098, 16.71175395, 64.78206972, 55.26085278,5.2235292E+5,1.4588326E+6,362.97219011,254.73482617,108.23736394
T-242       ,1.0136416E+4,8.0591248E+3, 13.24385405, 16.71571800, 64.81029922, 55.27420260,5.2133775E+5,1.4580264E+6,363.76528794,255.20109496,108.56419298
T-243       ,1.0121107E+4,8.0566150E+3, 13.24898485, 16.71968131, 64.83847844, 55.28754832,5.2032411E+5,1.4572205E+6,364.55446238,255.66478841,108.88967397
T-244       ,1.0105802E+4,8.0541038E+3, 13.25410335, 16.72364385, 64.86660632, 55.30089000,5.1931200E+5,1.4564149E+6,365.33973252,256.12592003,109.21381249
T-245       ,1.0090502E+4,8.0515912E+3, 13.25920952, 16.72760558, 64.89468434, 55.31422768,5.1830142E+5,1.4556094E+6,366.12111735,256.58450323,109.53661413
T-246       ,1.0075207E+4,8.0490774E+3, 13.26430336, 16.73156649, 64.92271222, 55.32756141,5.1729236E+5,1.4548043E+6,366.89863580,257.04055135,109.85808444
T-247       ,1.0059917E+4,8.0465622E+3, 13.26938482, 16.73552654, 64.95068960, 55.34089122,5.1628484E+5,1.4539994E+6,367.67230667,257.49407769,110.17822897
T-248       ,1.0044631E+4,8.0440456E+3, 13.27445388, 16.73948570, 64.97861368, 55.35421714,5.1527885E+5,1.4531947E+6,368.44214868,257.94509546,110.49705322
T-249       ,1.0029351E+4,8.0415278E+3, 13.27951051, 16.74344395, 65.00648620, 55.36753919,5.1427439E+5,1.4523903E+6,369.20818049,258.39361779,110.81456270
T-250       ,1.0014076E+4,8.0390087E+3, 13.28455470, 16.74740128, 65.03430701, 55.38085741,5.1327145E+5,1.4515862E+6,369.97042064,258.83965779,111.13076285
T-251       ,0.9998806E+4,8.0364882E+3, 13.28958641, 16.75135766, 65.06207720, 55.39417182,5.1227005E+5,1.4507823E+6,370.72888758,259.28322847,111.44565912
T-252       ,9.9835407E+3,8.0339665E+3, 13.29460561, 16.75531305, 65.08979331, 55.40748243,5.1127017E+5,1.4499786E+6,371.48359970,259.72434278,111.75925691
T-253       ,9.9682809E+3,8.0314435E+3, 13.29961229, 16.75926744, 65.11745744, 55.42078926,5.1027181E+5,1.4491752E+6,372.23457526,260.16301361,112.07156165
T-254       ,9.9530263E+3,8.0289191E+3, 13.30460640, 16.76322080, 65.14506970, 55.43409233,5.0927498E+5,1.4483721E+6,372.98183247,260.59925379,112.38257868
T-255       ,9.9377769E+3,8.0263936E+3, 13.30958793, 16.76717312, 65.17262879, 55.44739164,5.0827968E+5,1.4475692E+6,373.72538943,261.03307607,112.69231337
T-256       ,9.9225328E+3,8.0238667E+3, 13.31455684, 16.77112436, 65.20013486, 55.46068720,5.0728590E+5,1.4467665E+6,374.46526417,261.46449315,113.00077103
T-257       ,9.9072941E+3,8.0213385E+3, 13.31951311, 16.77507451, 65.22758806, 55.47397902,5.0629365E+5,1.4459642E+6,375.20147462,261.89351765,113.30795697
T-258       ,9.8920607E+3,8.0188091E+3, 13.32445671, 16.77902354, 65.25498725, 55.48726710,5.0530292E+5,1.4451620E+6,375.93403863,262.32016216,113.61387647
T-259       ,9.8768328E+3,8.0162784E+3, 13.32938761, 16.78297144, 65.28233325, 55.50055144,5.0431371E+5,1.4443601E+6,376.66297396,262.74443917,113.91853479
T-260       ,9.8616104E+3,8.0137465E+3, 13.33430579, 16.78691818, 65.30962557, 55.51383204,5.0332603E+5,1.4435585E+6,377.38829829,263.16636113,114.22193716
T-261       ,9.8463935E+3,8.0112133E+3, 13.33921120, 16.79086375, 65.33686372, 55.52710890,5.0233987E+5,1.4427571E+6,378.11002921,263.58594041,114.52408880
T-262       ,9.8311821E+3,8.0086788E+3, 13.34410383, 16.79480811, 65.36404721, 55.54038201,5.0135523E+5,1.4419560E+6,378.82818423,264.00318935,114.82499489
T-263       ,9.8159764E+3,8.0061431E+3, 13.34898364, 16.79875126, 65.39117684, 55.55365136,5.0037211E+5,1.4411552E+6,379.54278078,264.41812018,115.12466060
T-264       ,9.8007763E+3,8.0036061E+3, 13.35385061, 16.80269316, 65.41825151, 55.56691694,4.9939052E+5,1.4403545E+6,380.25383620,264.83074511,115.42309109
T-265       ,9.7855820E+3,8.0010679E+3, 13.35870471, 16.80663381, 65.44527199, 55.58017875,4.9841044E+5,1.4395542E+6,380.96136774,265.24107627,115.72029146
T-266       ,9.7703933E+3,7.9985283E+3, 13.36354590, 16.81057318, 65.47223652, 55.59343677,4.9743188E+5,1.4387541E+6,381.66539257,265.64912574,116.01626683
T-267       ,9.7552105E+3,7.9959876E+3, 13.36837416, 16.81451126, 65.49914654, 55.60669099,4.9645484E+5,1.4379542E+6,382.36592780,266.05490553,116.31102227
T-268       ,9.7400335E+3,7.9934456E+3, 13.37318945, 16.81844802, 65.52600093, 55.61994138,4.9547932E+5,1.4371546E+6,383.06299044,266.45842759,116.60456285
T-269       ,9.7248624E+3,7.9909023E+3, 13.37799175, 16.82238344, 65.55279986, 55.63318794,4.9450532E+5,1.4363553E+6,383.75659740,266.85970382,116.89689359
T-270       ,9.7096972E+3,7.9883578E+3, 13.38278102, 16.82631751, 65.57954285, 55.64643065,4.9353283E+5,1.4355562E+6,384.44676554,267.25874604,117.18801951
T-271       ,9.6945381E+3,7.9858120E+3, 13.38755725, 16.83025021, 65.60623067, 55.65966948,4.9256186E+5,1.4347573E+6,385.13351163,267.65556603,117.47794560
T-272       ,9.6793849E+3,7.9832649E+3, 13.39232038, 16.83418152, 65.63286156, 55.67290442,4.9159241E+5,1.4339588E+6,385.81685235,268.05017551,117.76667684
T-273       ,9.6642378E+3,7.9807166E+3, 13.39707041, 16.83811142, 65.65943634, 55.68613544,4.9062447E+5,1.4331604E+6,386.49680431,268.44258614,118.05421817
T-274       ,9.6490968E+3,7.9781671E+3, 13.40180729, 16.84203990, 65.68595453, 55.69936251,4.8965804E+5,1.4323624E+6,387.17338403,268.83280950,118.34057453
T-275       ,9.6339620E+3,7.9756163E+3, 13.40653099, 16.84596693, 65.71241628, 55.71258563,4.8869313E+5,1.4315646E+6,387.84660796,269.22085715,118.62575081
T-276       ,9.6188334E+3,7.9730642E+3, 13.41124149, 16.84989250, 65.73882112, 55.72580475,4.8772974E+5,1.4307670E+6,388.51649248,269.60674057,118.90975191
T-277       ,9.6037110E+3,7.9705109E+3, 13.41593875, 16.85381660, 65.76516856, 55.73901986,4.8676785E+5,1.4299697E+6,389.18305386,269.99047117,119.19258269
T-278       ,9.5885950E+3,7.9679563E+3, 13.42062274, 16.85773920, 65.79145941, 55.75223092,4.8580748E+5,1.4291726E+6,389.84630832,270.37206032,119.47424800
T-279       ,9.5734853E+3,7.9654004E+3, 13.42529344, 16.86166028, 65.81769255, 55.76543792,4.8484862E+5,1.4283758E+6,390.50627200,270.75151935,119.75475265
T-280       ,9.5583820E+3,7.9628433E+3, 13.42995080, 16.86557984, 65.84386813, 55.77864081,4.8389128E+5,1.4275793E+6,391.16296094,271.12885949,120.03410145
T-281       ,9.5432851E+3,7.9602849E+3, 13.43459481, 16.86949785, 65.86998567, 55.79183957,4.8293544E+5,1.4267830E+6,391.81639114,271.50409195,120.31229919
T-282       ,9.5281947E+3,7.9577252E+3, 13.43922542, 16.87341430, 65.89604535, 55.80503417,4.8198111E+5,1.4259870E+6,392.46657849,271.87722787,120.58935061
T-283       ,9.5131108E+3,7.9551643E+3, 13.44384261, 16.87732917, 65.92204670, 55.81822457,4.8102829E+5,1.4251912E+6,393.11353881,272.24827834,120.86526047
T-284       ,9.4980336E+3,7.9526021E+3, 13.44844635, 16.88124245, 65.94799050, 55.83141075,4.8007698E+5,1.4243957E+6,393.75728786,272.61725438,121.14003348
T-285       ,9.4829629E+3,7.9500386E+3, 13.45303660, 16.88515411, 65.97387498, 55.84459267,4.7912717E+5,1.4236004E+6,394.39784131,272.98416696,121.41367435
T-286       ,9.4678989E+3,7.9474739E+3, 13.45761334, 16.88906415, 65.99970099, 55.85777030,4.7817888E+5,1.4228054E+6,395.03521476,273.34902702,121.68618774
T-287       ,9.4528417E+3,7.9449079E+3, 13.46217653, 16.89297254, 66.02546870, 55.87094361,4.7723209E+5,1.4220107E+6,395.66942373,273.71184540,121.95757833
